	17-AAG	AEW541	AZD0530	AZD6244	Erlotinib	Irinotecan	L-685458	Lapatinib	LBW242	Nilotinib	Nutlin-3	Paclitaxel	Panobinostat	PD-0325901	PD-0332991	PF2341066	PHA-665752	PLX4720	RAF265	Sorafenib	TAE684	TKI258	Topotecan	ZD-6474
RERFLCAI_LUNG	0.101184793	8.859516131	NaN	NaN	3.556686878	0.159920707	NaN	3.192855358	NaN	3.859427452	NaN	0.005376166	0.058777809	8.87884429	NaN	7.651296139	NaN	NaN	0.178187355	NaN	8.786142691	4.048099995	0.318233281	NaN
RERFLCMS_LUNG	0.177281737	1.228227973	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.013291467	0.168551311	8.476032549	8.035103427	NaN	NaN	NaN	9.229726766	NaN	1.703602433	0.38199532	2.226015329	1.37230289
RKN_OVARY	0.42587778	8.696989691	3.042546749	0.086918347	NaN	0.161245376	NaN	NaN	NaN	2.919738531	NaN	0.021440938	0.16081135	0.002542614	2.537327766	8.69317382	NaN	5.037957668	8.926608481	8.209430531	8.874738372	1.663274169	0.382378668	2.958962202
RKO_LARGE_INTESTINE	0.083263159	8.460856858	8.695924958	0.532536209	5.934838295	0.194595501	7.949061871	3.70991087	NaN	2.500087261	NaN	0.015762696	0.043956824	0.002542614	2.449036121	7.265216351	NaN	1.060120583	0.744367242	7.86400795	2.510347128	8.612726972	0.246129513	NaN
RL952_ENDOMETRIUM	0.02329641	3.503829479	0.50171876	8.42693841	8.115574905	2.340829611	NaN	8.069838066	NaN	8.118472541	1.712366223	0.002542614	0.027278777	0.002542614	NaN	2.433660269	NaN	NaN	0.126325071	NaN	1.076512933	2.430215	9.136782136	6.401427269
RPMI7951_SKIN	0.016853478	8.116827979	1.056271672	0.894238353	NaN	NaN	3.022179365	NaN	NaN	NaN	NaN	0.010150018	0.039084453	0.002542614	NaN	2.637480736	NaN	NaN	1.325925589	NaN	2.855042219	8.464872496	0.209040478	4.215224743
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.649266601	8.59025744	8.32564188	NaN	8.316598655	0.02961331	0.406147718	8.235867727	8.327244503	1.715039372	2.408380508	0.002542614	0.01038629	NaN	1.112454653	8.55267863	8.310730346	8.49146784	8.686288418	4.306643486	0.940792143	8.884769799	0.028740533	2.972978115
RT112_URINARY_TRACT	0.056900103	0.875965834	8.33047445	2.379562378	NaN	0.256520659	NaN	8.139969116	NaN	4.136828899	NaN	0.005572324	0.050554391	0.386481941	2.288099527	6.196685314	9.177484114	NaN	2.468249798	3.879951239	0.570986688	0.405003846	0.072965458	2.588869095
RT4_URINARY_TRACT	0.028310904	NaN	0.28609255	2.980108261	0.168995082	0.39056769	NaN	0.083713084	NaN	NaN	NaN	0.004684042	0.046920206	0.232941166	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.700337708	0.632354796	2.25908637
RVH421_SKIN	0.069832161	NaN	NaN	0.163197249	NaN	1.20311749	NaN	NaN	NaN	NaN	NaN	0.029899554	0.068295315	0.01116796	0.688754082	NaN	NaN	0.365521431	2.051723242	NaN	NaN	0.100828029	2.332795858	NaN
SAOS2_BONE	0.182458758	1.134354234	9.013291185	NaN	NaN	0.139295295	8.396923159	8.7797635	NaN	8.747486905	NaN	0.011374536	0.076715246	NaN	NaN	4.238084316	NaN	6.694163799	0.105911754	8.103832678	8.426284299	8.652555358	0.191424832	2.180192947
SBC5_LUNG	0.139704272	9.255597329	NaN	1.961591363	NaN	0.211055785	NaN	8.360128823	NaN	8.635073277	NaN	0.011645077	0.021984635	0.247146919	1.105331659	1.421183348	1.64845717	NaN	8.617544419	3.811826944	1.47885406	8.084578471	0.214593932	8.258785322
SCABER_URINARY_TRACT	0.086353771	8.021984984	0.851977646	8.972889219	0.403848857	0.229704767	NaN	1.038746715	0.373026192	8.065310905	NaN	NaN	0.022428373	7.320364952	NaN	2.947669744	NaN	7.950903416	0.480014205	NaN	0.864010334	2.051167488	0.709321618	0.977032363
SCC25_UPPER_AERODIGESTIVE_TRACT	0.115102671	NaN	2.103100061	1.651095033	NaN	NaN	NaN	0.910302222	8.002005839	NaN	NaN	0.003618645	NaN	8.94147069	0.782006025	7.923928738	NaN	7.549185753	1.044005156	NaN	5.953351974	8.510710323	0.449565202	3.283144474
SCC9_UPPER_AERODIGESTIVE_TRACT	0.046472292	2.656579256	0.626673281	0.223480344	0.934977889	NaN	NaN	8.656470017	8.625325367	NaN	NaN	0.002542614	0.002542614	0.016822303	NaN	NaN	NaN	NaN	0.715568304	NaN	NaN	8.665765123	8.503413882	4.90201664
SF126_CENTRAL_NERVOUS_SYSTEM	1.208774686	8.179425441	3.558599472	NaN	NaN	0.121297576	NaN	6.425824642	2.377548933	2.548211575	NaN	0.073836654	0.092185132	8.98370368	8.461459439	7.557165146	NaN	4.047815323	8.610100031	5.087030411	3.614470243	3.878820181	0.061014742	NaN
SF295_CENTRAL_NERVOUS_SYSTEM	0.168494225	8.7180599	9.041300834	NaN	NaN	0.18973963	NaN	8.18345881	NaN	NaN	NaN	0.049037684	0.097008534	NaN	8.276249773	3.636106253	2.685572386	NaN	2.732515097	8.013196391	6.436020851	8.726335593	0.325784832	NaN
SF8657	0.130043671	2.934088469	NaN	NaN	NaN	0.894070685	NaN	NaN	NaN	4.18508482	NaN	0.019181376	0.099346459	8.63644004	NaN	6.814035416	NaN	7.781441212	0.137315527	NaN	8.472942301	0.194035903	1.554887176	NaN
SH10TC_STOMACH	0.406413794	3.722835302	NaN	NaN	NaN	1.920479417	NaN	8.585089612	NaN	8.980959486	NaN	0.02353929	0.088182151	NaN	NaN	NaN	NaN	7.944036961	8.744041089	NaN	4.939777851	1.434281826	9.036710731	NaN
SHP77_LUNG	0.261356413	NaN	NaN	NaN	NaN	1.616379976	NaN	NaN	NaN	NaN	NaN	0.234951496	0.141201377	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.627541542	NaN
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.16050905	0.226280317	NaN	0.007301298	NaN	0.074155539	NaN	8.720544094	NaN	8.070861379	1.358972788	0.002542614	0.009746331	NaN	0.258846432	3.501132965	NaN	0.018369524	0.122788765	7.310781956	NaN	1.20888555	0.029763097	NaN
SIMA_AUTONOMIC_GANGLIA	1.253249645	0.196079984	NaN	0.002542614	NaN	0.038873076	NaN	NaN	NaN	NaN	NaN	NaN	0.059066229	8.185358675	NaN	0.002542614	NaN	NaN	3.375017643	NaN	0.408506453	NaN	0.036264744	NaN
SJRH30_SOFT_TISSUE	0.745164156	6.815563202	NaN	NaN	NaN	NaN	7.136035442	8.690779079	NaN	8.292710095	NaN	0.004391638	0.026645171	NaN	NaN	3.273449183	NaN	NaN	2.271232128	7.550191879	1.152840614	NaN	0.106218778	3.526381731
SJSA1_BONE	0.236706719	8.22028189	NaN	NaN	NaN	NaN	NaN	1.034476042	NaN	NaN	7.477576256	0.009850824	0.14805004	0.025817581	NaN	4.256304264	NaN	NaN	1.51390636	NaN	NaN	NaN	0.110912576	NaN
SKBR3_BREAST	0.002542614	8.079965246	NaN	NaN	1.055330515	0.065722138	NaN	0.075882129	NaN	8.348594511	NaN	0.010640944	0.028720556	NaN	NaN	NaN	NaN	NaN	8.306926671	8.042423912	NaN	9.041872023	0.047137417	8.945122947
SKCO1_LARGE_INTESTINE	0.048333567	1.383304238	1.539928675	0.589050233	2.241742849	NaN	NaN	NaN	NaN	NaN	NaN	0.002802407	0.108896591	0.050274629	NaN	4.108197212	NaN	NaN	8.544470857	NaN	0.457819819	2.955953121	0.05429418	2.131875038
SKES1_BONE	0.458095729	0.730307877	NaN	NaN	2.406007528	0.029050726	5.328923225	8.114975729	NaN	2.293938637	8.798883315	NaN	0.017546544	NaN	6.36880064	3.223680258	3.841619492	2.51946187	0.069707863	7.291844368	0.66368866	8.05112258	0.042663824	8.335569888
SKHEP1_LIVER	0.19891876	9.100974178	NaN	8.14342681	8.758600302	0.300845325	8.149872394	NaN	NaN	9.326036056	NaN	0.038306262	0.038754594	0.002542614	0.515595198	8.250660941	NaN	9.074443248	0.072573088	NaN	NaN	1.58017385	1.601349235	NaN
SKLMS1_SOFT_TISSUE	0.32198289	9.011777868	NaN	NaN	3.562900066	NaN	NaN	8.669377927	4.723208427	NaN	NaN	0.037059501	0.056298949	8.61385737	NaN	8.4061881	NaN	4.492761135	NaN	NaN	8.543347894	1.534598231	0.134993702	8.359482609
SKLU1_LUNG	0.022776809	8.71225117	0.767554164	2.163509369	8.557869574	0.16440092	NaN	NaN	NaN	NaN	2.544478416	0.020814819	0.141477689	0.329457819	8.531789674	NaN	NaN	2.917989492	0.189123616	NaN	2.030894518	1.247886539	0.280655682	2.137103796
SKMEL2_SKIN	0.080269165	NaN	NaN	1.319559216	NaN	0.88060081	NaN	NaN	0.884757459	NaN	NaN	0.020730669	0.028049726	0.129746348	NaN	NaN	NaN	NaN	0.868356526	NaN	NaN	NaN	NaN	NaN
SKMEL24_SKIN	0.178840443	8.607817433	NaN	0.682797134	NaN	0.149783716	NaN	8.306881082	6.859709263	8.29878325	NaN	0.042267546	0.104561843	0.015250055	NaN	3.445289135	8.070814571	8.857362357	0.303963453	NaN	8.768262933	8.643986197	0.323444217	3.23431325
SKMEL30_SKIN	0.106271856	8.949413274	NaN	0.061942652	NaN	1.232602835	NaN	NaN	NaN	8.79499711	NaN	0.010130499	0.115859821	0.010457134	NaN	8.126336676	NaN	NaN	0.730343461	7.465999603	NaN	8.791491096	1.244336247	NaN
SKMEL31_SKIN	0.148360804	7.404676437	NaN	1.532272696	NaN	3.049377441	7.084671497	8.423722603	NaN	8.057313138	NaN	0.024401404	0.059874427	0.042243443	NaN	7.008276463	3.9356668	2.632866383	0.5474841	NaN	5.580551147	8.385790957	1.620742679	7.761087418
SKMEL5_SKIN	0.033377439	9.162397517	5.167908192	0.074887127	4.322117329	0.229101315	NaN	6.618503094	8.325256745	5.784722328	8.60159825	0.024308879	0.027420441	0.011963045	NaN	6.746832371	NaN	0.212985426	0.296922684	7.107354641	8.393246969	8.258216738	0.353330821	8.197829497
SKMES1_LUNG	0.021727188	2.085588217	1.589475632	NaN	1.085312366	NaN	NaN	1.548179388	9.15925858	NaN	NaN	0.021067705	0.066680953	0.298549563	NaN	8.21994599	NaN	8.269816846	NaN	NaN	7.391059399	1.100068569	0.068518981	5.732225418
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.096447602	8.797330528	8.235575287	0.003183726	1.351873875	5.007088184	8.630634861	1.2403965	2.658014297	4.023250103	NaN	0.004783915	0.081437267	0.046726715	2.620040178	4.127548695	5.240545273	8.024418625	0.063422173	4.331678391	4.481600761	2.900056124	2.742583036	2.540916681
SKNAS_AUTONOMIC_GANGLIA	0.294434249	1.478189945	1.063935399	0.129300579	NaN	NaN	2.963494062	NaN	NaN	NaN	NaN	0.002542614	0.016087677	0.036439128	1.106391788	2.417956114	NaN	NaN	NaN	6.264867306	3.562440395	8.772015683	0.209045544	2.535838127
SKNBE2_AUTONOMIC_GANGLIA	0.546095788	0.254474223	0.599606872	0.715409517	NaN	0.145368397	4.999328613	NaN	NaN	NaN	NaN	0.006816553	0.022893731	0.118057013	NaN	NaN	NaN	NaN	NaN	NaN	0.81881994	NaN	0.04013025	NaN
SKNDZ_AUTONOMIC_GANGLIA	0.526291549	1.019748926	8.025906853	NaN	NaN	NaN	7.740493298	8.408488578	3.474084854	NaN	NaN	0.002542614	0.011176208	NaN	2.727723837	2.569749594	NaN	NaN	8.34945341	NaN	1.750694752	6.078809261	0.094071969	3.378911257
SKNFI_AUTONOMIC_GANGLIA	0.942697227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.011042595	0.010508649	0.327668309	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SKNSH_AUTONOMIC_GANGLIA	0.25051105	8.507404412	0.362696737	8.527484133	2.566256523	NaN	9.201056804	NaN	NaN	8.483698154	8.966199828	0.034470201	0.007625075	0.033668216	1.245320916	2.062292099	NaN	8.027166279	8.396658964	3.038823843	0.405084074	2.357778549	0.192807063	2.592872858
SKOV3_OVARY	0.085083596	1.032599807	0.922942817	NaN	NaN	0.225491673	NaN	0.252784073	0.40484944	NaN	NaN	0.027344441	0.106457472	NaN	NaN	NaN	NaN	NaN	0.133482993	NaN	NaN	1.219752908	0.440617949	2.185088873
SNGM_ENDOMETRIUM	0.245337933	8.03661028	8.486290833	NaN	8.721974131	1.139923573	4.509459019	8.61040593	NaN	8.513591655	6.202361584	0.020825231	0.131589517	8.324727999	8.319401739	8.204803226	NaN	7.974878788	0.509527683	3.344414473	5.566115379	8.740675726	1.79431355	NaN
SNU1_STOMACH	0.043934189	8.365987813	3.900854826	0.038207211	NaN	NaN	7.589862823	2.923507452	NaN	2.826813221	2.801952839	0.005099222	0.069405876	0.028104199	8.293143769	3.245627165	NaN	NaN	1.446323514	3.151108027	2.045048475	9.072244867	0.113027915	NaN
SNU16_STOMACH	0.014007776	8.848773449	NaN	NaN	NaN	NaN	3.440112114	7.262514591	NaN	NaN	NaN	NaN	0.034352779	NaN	NaN	8.081859907	NaN	NaN	0.773437798	NaN	0.850454926	0.338448852	0.215166837	NaN
SNU182_LIVER	0.97193408	8.754134842	6.866363049	1.772217393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.052304633	0.111504428	0.135899186	8.164375021	NaN	NaN	NaN	8.278601958	NaN	2.052229166	NaN	8.059601673	2.41625452
SNU387_LIVER	0.29217872	2.691519499	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.002542614	0.117372595	1.032537103	NaN	NaN	NaN	NaN	NaN	NaN	8.549709406	NaN	NaN	NaN
SNU398_LIVER	0.497993797	NaN	8.723953265	8.515384785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.006730711	0.048162121	0.002542614	NaN	4.62282896	NaN	NaN	8.740382508	NaN	NaN	NaN	0.679302037	NaN
SNU423_LIVER	0.794813752	8.136314304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.03212693	0.206276789	3.953911781	2.014854193	NaN	NaN	NaN	8.373536077	NaN	NaN	NaN	2.465247154	NaN
SNU449_LIVER	1.673974752	8.63533903	8.134364564	2.253533125	1.045074344	0.737502277	NaN	8.885575308	NaN	8.227484421	2.683288097	2.421851397	0.187597528	9.074303906	NaN	6.587816715	NaN	NaN	8.307951204	2.90982914	3.134450674	9.398948773	1.27958262	2.420187235
SNU475_LIVER	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.002542614	0.133476004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SNUC2A_LARGE_INTESTINE	0.119735748	0.044244211	2.203264475	NaN	0.186988384	NaN	NaN	NaN	NaN	NaN	NaN	0.033058468	0.084755264	0.002542614	NaN	NaN	NaN	NaN	NaN	NaN	0.968007445	NaN	0.725033224	1.485982656
SNUC2B	0.067210041	8.568706943	NaN	0.468447447	NaN	NaN	NaN	1.84845984	8.147969235	NaN	NaN	0.011890551	0.067004077	0.002542614	NaN	NaN	NaN	NaN	9.131948105	NaN	2.085956812	NaN	0.081541613	1.001461506
SQ1_LUNG	0.108540684	1.780188441	2.502472639	NaN	8.595465466	NaN	0.237670004	8.554424443	0.200777888	NaN	NaN	0.010066535	0.047205288	1.610978842	NaN	NaN	NaN	9.080502413	NaN	NaN	8.877389082	1.156191945	NaN	3.21973753
SU8686_PANCREAS	0.187899411	3.026990652	NaN	1.660895109	8.917250367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.109103173	0.290863723	NaN	NaN	NaN	NaN	1.39274025	NaN	NaN	NaN	0.53511852	2.662279367
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.223236114	NaN	NaN	NaN	NaN	0.232215434	7.432800293	NaN	NaN	NaN	NaN	0.003461878	0.015086569	NaN	NaN	NaN	NaN	NaN	4.799948215	NaN	NaN	NaN	0.093501627	7.774739742
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.225681767	8.666097019	0.540213943	NaN	1.091618776	0.044858735	8.596588163	8.633841916	NaN	8.652793069	1.551200271	0.004564515	0.006653976	NaN	0.387049794	4.93377924	3.407557487	NaN	6.391615391	5.239301205	8.554376365	4.503038406	0.055791553	4.126657963
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NaN	NaN	NaN	NaN	NaN	0.107598037	NaN	NaN	NaN	NaN	NaN	NaN	0.006960301	NaN	NaN	NaN	NaN	NaN	2.785659552	NaN	NaN	4.123881817	0.103490032	NaN
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.072837174	NaN	NaN	NaN	NaN	0.027663484	8.092928538	8.016220157	NaN	8.288375457	NaN	0.002542614	0.011707561	NaN	0.475030184	1.596907616	8.083123838	0.605098248	1.894678116	NaN	1.919525266	3.434688091	0.02421177	8.621202379
SUIT2_PANCREAS	0.586290956	8.295434025	8.788603556	0.276105106	6.745168209	0.112911522	NaN	8.495548723	NaN	NaN	NaN	0.039788041	0.143412173	0.002542614	4.7831593	8	7.965821743	NaN	1.223981857	7.970982075	9.370333466	2.9406686	0.051743206	NaN
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.09751115	NaN	NaN	8.076359556	NaN	0.027814711	6.554861546	NaN	0.12139719	NaN	7.770914555	NaN	0.014445604	0.284211665	8.123743062	1.791296005	NaN	7.452515602	NaN	NaN	0.09077923	2.746963024	0.074750766	NaN
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.382690609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.002542614	0.092303783	NaN	NaN	NaN	8.430596652	NaN	NaN	NaN	NaN	NaN	0.060565226	NaN
SW1088_CENTRAL_NERVOUS_SYSTEM	0.038097113	8.80037537	NaN	NaN	NaN	NaN	NaN	8.020390033	NaN	NaN	NaN	NaN	0.15476124	8.035635305	1.371440887	NaN	NaN	3.647395372	0.594611883	NaN	1.184045434	NaN	NaN	1.191177249
SW1271_LUNG	0.239901453	8.345316455	8.312214567	0.437268376	0.133498222	0.190618917	NaN	NaN	2.087402344	8.082780261	NaN	0.00869495	0.076574966	0.055275537	8.952316379	8.400247992	NaN	8.309041548	3.219387293	NaN	1.278945923	NaN	0.074000061	3.872830153
SW1353_BONE	0.110867716	2.144674063	8.592127735	NaN	NaN	0.523224413	NaN	8.298324195	NaN	NaN	1.156922936	0.012006343	0.062363144	NaN	NaN	8.091984361	NaN	NaN	0.085772842	NaN	8.759789663	3.087762117	8.480915365	2.352776527
SW1417_LARGE_INTESTINE	0.066786624	8.22976246	NaN	0.01245673	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.027966568	0.052839573	0.033015259	0.158645242	NaN	NaN	8.309701413	NaN	NaN	NaN	NaN	0.183161706	NaN
SW1573_LUNG	0.165745407	4.177634716	NaN	1.679233551	1.578596115	NaN	3.619015217	0.159284785	NaN	NaN	NaN	0.009652582	0.091038942	0.028925991	NaN	2.916736364	NaN	2.584011555	NaN	NaN	4.43158102	8.98460407	0.047013212	8.237232763
SW1990_PANCREAS	0.046923675	1.224042416	2.830564022	5.135966301	8.541175532	NaN	NaN	3.700218201	NaN	8.252157907	8.203058728	0.041163512	0.076299876	0.063187137	5.778882504	4.663060665	NaN	2.676204681	2.248495579	NaN	1.222394228	2.614963293	0.016428709	1.886348486
SW403_LARGE_INTESTINE	0.047540449	8.534822067	0.697270691	0.012638541	0.816393495	0.064612098	NaN	NaN	NaN	NaN	NaN	0.003060008	0.022093499	0.017833482	NaN	NaN	NaN	NaN	2.592694044	NaN	0.818802238	NaN	0.049707215	1.196867704
SW48_LARGE_INTESTINE	0.015682427	0.303744704	0.178927898	0.002542614	0.002542614	0.0692534	8.087195359	0.002542614	NaN	NaN	NaN	0.002592657	0.02633743	0.014210275	NaN	8.121792309	NaN	NaN	1.630343795	NaN	0.391217083	8.767755394	0.067254588	NaN
SW480_LARGE_INTESTINE	0.087802775	8.637307752	NaN	0.237659663	NaN	0.298416197	NaN	8.219619415	NaN	NaN	NaN	0.010175461	0.043272883	0.002542614	1.235561371	8.04322693	NaN	NaN	8.514180646	8.402410752	1.501548529	3.057372332	0.135510325	NaN
SW579_THYROID	0.095205031	8.00802075	8.135232989	NaN	NaN	0.159304485	NaN	8.065442431	NaN	0.844504833	NaN	0.017293759	0.050632805	9.325484447	1.303247333	3.402526379	NaN	NaN	0.74532342	0.309933871	8.984827519	3.170974255	0.280558735	2.68892312
SW620_LARGE_INTESTINE	0.038064361	0.736666262	NaN	0.002542614	NaN	0.076197945	NaN	NaN	NaN	2.807668686	NaN	0.002542614	0.030339314	0.002542614	2.933603525	2.923780203	NaN	NaN	3.210813999	NaN	0.813027978	2.798259735	0.073559597	2.181292295
SW780_URINARY_TRACT	0.041886806	8.562757215	3.234086275	8.243863593	1.767854452	0.487069249	NaN	8.10353659	1.733869791	NaN	2.701273203	0.02869698	0.095887177	0.160302624	0.832434297	7.964995861	NaN	NaN	9.118242197	NaN	1.743029237	2.078836203	8.158415138	2.567686796
SW900_LUNG	0.285464168	8.343230145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.010703176	0.961156249	NaN	NaN	NaN	NaN	NaN	8.684808579	NaN	NaN	NaN	1.922961116	NaN
T24_URINARY_TRACT	0.159281328	8.260909067	1.632467866	0.027460065	3.92647624	0.064182319	8.814962268	8.256046581	NaN	8.331194948	NaN	0.036396265	0.052025639	0.062413141	NaN	4.054718494	NaN	2.636778355	0.140099153	7.139532089	8.55144663	1.7875911	0.154185861	1.797903299
T3M10_LUNG	0.045473676	8.772243103	NaN	8.078740562	8.610752295	0.869627059	NaN	3.119650126	1.835214615	NaN	NaN	0.072129786	0.050711576	0.078056574	NaN	NaN	NaN	NaN	1.80899775	NaN	NaN	8.009489782	2.258788824	8.170833447
T47D_BREAST	1.037528276	0.002542614	4.739023685	NaN	NaN	NaN	8.013437756	0.429147363	NaN	8.230148804	NaN	NaN	0.060682308	NaN	NaN	NaN	0.002682441	NaN	8.245346178	NaN	9.464862726	NaN	0.138072416	1.723767161
T84_LARGE_INTESTINE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.06753663	0.088193148	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
T98G_CENTRAL_NERVOUS_SYSTEM	0.146042958	8.284810992	3.535266638	NaN	NaN	0.770077407	NaN	NaN	NaN	8.589080799	NaN	0.002542614	0.151441231	NaN	NaN	7.756624699	NaN	8.01395347	0.956895292	8.52354058	2.438054562	8.085909141	8.097893128	8.544363229
TC71_BONE	1.173110366	8.059950367	NaN	NaN	NaN	0.181038246	NaN	NaN	NaN	NaN	NaN	0.004733951	0.047022343	NaN	NaN	8.195037649	NaN	NaN	9.262372762	NaN	7.916784286	6.078289509	0.174214929	NaN
TCCSUP_URINARY_TRACT	0.041227795	8.852999213	2.769994974	NaN	NaN	0.595391452	NaN	NaN	NaN	8.058427547	NaN	NaN	0.053042468	8.246816515	2.075614214	7.120627403	NaN	8.12995573	8.868867713	NaN	4.383178711	8.664263364	0.683040738	NaN
TE1_OESOPHAGUS	0.068732113	8.706130679	6.227421761	NaN	8.792121557	NaN	NaN	8.879128393	NaN	NaN	NaN	0.011530357	0.027359011	0.002542614	NaN	5.048603058	NaN	NaN	NaN	NaN	8.138754206	1.989309311	1.097641587	8.679343856
TE11_OESOPHAGUS	0.15447855	8.148948049	0.980407357	NaN	0.870171726	NaN	NaN	0.461431116	NaN	NaN	NaN	NaN	0.150509655	8.480976372	NaN	7.606641769	NaN	NaN	NaN	NaN	2.986466169	1.182499886	0.077180989	NaN
TE15_OESOPHAGUS	0.04338365	8.498532728	1.574772477	NaN	0.412335545	NaN	NaN	0.707083583	NaN	NaN	NaN	0.010010515	0.032992437	0.002542614	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.022949471	0.340736717	0.959973454
TE5_OESOPHAGUS	0.330358058	NaN	2.733612061	1.334295034	1.534486651	NaN	NaN	1.643375516	NaN	NaN	NaN	0.009768344	0.135350585	0.115808681	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.754782973	0.156928584	2.418410063
TE617T_SOFT_TISSUE	0.040166762	NaN	0.337273419	0.397453219	1.359577656	0.078450225	NaN	0.225932196	NaN	2.187348843	2.080983639	0.003469334	0.020208323	0.899469912	0.376659095	1.482220769	3.451572895	NaN	1.716200709	5.474927425	1.346003532	8.017382425	0.082946606	1.019670606
TE9_OESOPHAGUS	0.084427357	4.585026264	8.205579858	NaN	1.980753779	0.20539172	NaN	8.881306257	NaN	4.781723022	NaN	0.002542614	0.072127827	0.050337654	NaN	2.74007678	NaN	NaN	0.960413575	7.49842453	2.282842875	2.639436007	0.19814904	2.39794445
TEN_ENDOMETRIUM	0.465444475	NaN	0.725003898	NaN	NaN	2.229187727	NaN	NaN	0.170903459	NaN	NaN	0.022663632	0.121011496	NaN	NaN	NaN	NaN	NaN	1.558937311	NaN	8.739326506	NaN	8.610100513	NaN
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.679776788	9.488897428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.140151396	0.032205295	NaN	8.699465141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.062218741	2.532344818
TOV112D_OVARY	0.305045217	8.739221952	0.09762267	NaN	8.39237468	0.122068763	NaN	8.070217591	NaN	8.79866809	NaN	0.002542614	0.05821462	8.804137285	2.028833151	2.169084311	NaN	NaN	8.636620012	8.179209829	1.49516201	4.188645363	0.199764788	8.427151218
TOV21G_OVARY	0.018373549	8.86239176	0.7473827	7.731427193	8.539506363	0.441372186	8.412065184	8.484685441	0.981452763	NaN	8.46376327	0.01063237	0.04107976	2.954659224	9.532913315	3.545762539	7.904887199	3.139323235	0.098503537	8.044984465	2.150446415	1.816827416	0.265128046	2.234888315
TT2609C02_THYROID	0.066065766	1.498872995	NaN	0.073574282	2.478951454	0.08537858	2.116278887	4.600250244	NaN	4.49600029	NaN	0.011632246	0.01835713	0.002542614	0.728886366	NaN	NaN	NaN	0.126574844	NaN	5.117928505	1.222125769	0.159106359	NaN
TYKNU_OVARY	0.076763563	3.469487667	7.428279877	0.399597466	NaN	0.0842833	NaN	4.034721851	8.032002073	2.592992067	NaN	NaN	0.02973764	0.158783853	8.454580861	8.442826855	NaN	8.105310151	0.184060916	8.046138967	1.960717797	8.617137188	0.105915308	7.270079136
U118MG_CENTRAL_NERVOUS_SYSTEM	0.118210398	2.98043251	NaN	NaN	NaN	0.189986438	NaN	NaN	NaN	NaN	NaN	0.011908124	0.061329026	NaN	0.523249328	7.011594772	NaN	NaN	0.530091286	NaN	8.35836576	6.945857	0.240771577	NaN
U2OS_BONE	0.107041113	8.763500865	0.766910076	NaN	8.832890524	0.591140866	1.068851709	0.190182284	NaN	8.163844693	5.466268539	0.031713322	0.035369799	8.523538533	3.618546963	5.499295712	NaN	NaN	0.973751724	7.162780285	3.161715031	3.098286629	1.209095597	4.034433365
U87MG_CENTRAL_NERVOUS_SYSTEM	0.088260479	NaN	NaN	NaN	NaN	0.467784196	NaN	4.425104618	NaN	NaN	8.298537454	0.002542614	0.048362881	4.880723	2.010424137	0.614230752	NaN	NaN	1.001573086	NaN	8.254788848	8.294508259	1.771135211	NaN
